"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Adrian","Macneil","Adrian Macneil","Co-Founder & CEO","Foxglove","foxglove.dev","https://www.linkedin.com/in/adrianmacneil","","CXO","blitz"
"Roger","Gu","Roger Gu","VP of Sales and Operations","Foxglove","foxglove.dev","https://www.linkedin.com/in/guroger","","VP","blitz"
"Radu","Cioplea","Radu Cioplea","Head of Demand Generation","Foxglove","foxglove.dev","https://www.linkedin.com/in/raduc","","Director","blitz"
"Juan","Pico","Juan Pico","CEO & Co-Founder","Fox Ordering","foxordering.com","https://www.linkedin.com/in/5b550516b-89898","","CXO","blitz"
"Nicolas","Rocha","Nicolas Rocha","Founder/Investor","Fr8Technologies","fr8technologies.com","https://www.linkedin.com/in/nicolas-rocha-93a50664","","CXO","blitz"
"Daniel","Crotzer","Daniel Crotzer","CEO","Fractal EMS","fractalems.com","https://www.linkedin.com/in/danielcrotzer","","CXO","blitz"
"Michael","Furlong","Michael Furlong","Co-founder","Fractal Software","fractalsoftware.com","https://www.linkedin.com/in/michael-furlong-6442b332","","CXO","blitz"
"Shashank","Yadav","Shashank Yadav","Founder","Fraction AI","fractionai.xyz","https://www.linkedin.com/in/y-shashank","","CXO","blitz"
"Pravina","Pindoria","Pravina Pindoria","Fractional Co-Founder + AI Partner","Fractional P – The co-founder you wish you had 🇬🇧🇺🇸","fractionalp.com","https://www.linkedin.com/in/ppindoria","","CXO","blitz"
"John","Traver","John Traver","Co-founder / Creative Technologist","Frame.io","frame.io","https://www.linkedin.com/in/john-traver-81a36943","","CXO","blitz"
"Amit","Pamecha","Amit Pamecha","Founder and Board Member","FranConnect","franconnect.com","https://www.linkedin.com/in/pamecha","","CXO","blitz"
"Ayron","McLochlin","Ayron McLochlin","Chief Revenue Officer (CRO)","FranConnect","franconnect.com","https://www.linkedin.com/in/ayron-mclochlin","","CXO","blitz"
"Dan","Palay","Dan Palay","VP of Sales","FranConnect","franconnect.com","https://www.linkedin.com/in/dpalay","","VP","blitz"
"Jans","Aasman","Jans Aasman","CEO","Franz Inc.","franz.com","https://www.linkedin.com/in/jans-aasman","","CXO","blitz"
"Craig","Norvell","Craig Norvell","VP, Global Sales and Marketing","Franz Inc.","franz.com","https://www.linkedin.com/in/craignorvell","","VP","blitz"
"Justin","Dillon","Justin Dillon","CEO / Founder of FRDM AI","FRDM AI","frdm.ai","https://www.linkedin.com/in/mrjustindillon","","CXO","blitz"
"Nathan","Merzvinskis","Nathan Merzvinskis","Founder/CEO","Freckle.io","freckle.io","https://www.linkedin.com/in/nathan-merzvinskis","","CXO","blitz"
"Nathan","Keller","Nathan Keller","Co-Founder/Partner","Free2Grow","free-2-grow.com","https://www.linkedin.com/in/nathankeller","","CXO","blitz"
"Jordy","Fox","Jordy Fox","VP of Sales","Free2Grow","free-2-grow.com","https://www.linkedin.com/in/jordyfox1984","","VP","blitz"
"Sherveen","Mashayekhi","Sherveen Mashayekhi","Founder & CEO","Free Agency","freeagency.com","https://www.linkedin.com/in/sherveenm","","CXO","blitz"
"Matt","Foster","Matt Foster","CEO","Freight Science","freightscience.com","https://www.linkedin.com/in/matt-foster-b563945","","CXO","blitz"
"Chris","Cochran","Chris Cochran","CEO (Co-Founder)","FreightWise","freightwisellc.com","https://www.linkedin.com/in/chrisrwcochran","","CXO","blitz"
"Shekar","Kadaba","Shekar Kadaba","Founder and Chief Experience Officer","Frequency Foundry","frequencyfoundry.com","https://www.linkedin.com/in/shekarkadaba","","CXO","blitz"
"Shaun","Shankel","Shaun Shankel","Co-Founder / Chairman","Fresh KDS","fresh.technology","https://www.linkedin.com/in/shaun-shankel","","CXO","blitz"
"Lauren","Yeates","Lauren Yeates","Head of Demand Generation","Freshpaint","freshpaint.io","https://www.linkedin.com/in/laurenjamesyeates","","Director","blitz"
"Martin","Schwartz","Martin Schwartz","Co-Founder & Chief Product Owner","FRIDAY","fridayapp.com","https://www.linkedin.com/in/martin-schwartz","","CXO","blitz"
"Pincus","Schiff","Pincus Schiff","Co-Founder, Head of Growth","FRIDAY","fridayapp.com","https://www.linkedin.com/in/pincus-schiff","","CXO","blitz"
"Manish","Goyal","Manish Goyal","Founder & CEO","Friendbuy","friendbuy.com","https://www.linkedin.com/in/manishgoyal3","","CXO","blitz"
"Chang-Yup","Kim","Chang-Yup Kim","VP of Business Development and Sales (APAC)","FriendliAI","friendli.ai","https://www.linkedin.com/in/changyupkim","","VP","blitz"
"🧠 Ryan","Pollock","🧠 Ryan Pollock","VP, Marketing & GTM Engineering","FriendliAI","friendli.ai","https://www.linkedin.com/in/ryanpollock","","VP","blitz"
"Shafan","Muhammed","Shafan Muhammed","Co-Founder & COO","Frigga Labs","frigga.cloud","https://www.linkedin.com/in/shafan-muhammed","","CXO","blitz"
"Alex","Snyder","Alex Snyder","CEO & Co-Founder","VehicleLyfe - formerly FRIKINtech","frikintech.com","https://www.linkedin.com/in/alexsnyder","","CXO","blitz"
"Tom","Harsha","Tom Harsha","Co-Founder & COO","VehicleLyfe - formerly FRIKINtech","frikintech.com","https://www.linkedin.com/in/tomharsha","","CXO","blitz"
"Isaiah","Goodall","Isaiah Goodall","Co-Founder & Head of Strategic Partnerships","Fringe","fringe.us","https://www.linkedin.com/in/isaiahgoodall","","CXO","blitz"
"Jason","Murray","Jason Murray","Co-Founder, Head of Innovation","Fringe","fringe.us","https://www.linkedin.com/in/jasonatfringe","","CXO","blitz"
"Yassine","Sbiti","Yassine Sbiti","Founder & CEO","Frogtoon Media, Inc.","frogtoon.com","https://www.linkedin.com/in/yassine-sbiti-866336","","CXO","blitz"
"Sagi","Rodin","Sagi Rodin","CEO & Co-Founder","Frontegg","frontegg.com","https://www.linkedin.com/in/sagirodin","","CXO","blitz"
"Amol","Deshpande","Amol Deshpande","Founder and CEO","Frontera Health","fronterahealth.com","https://www.linkedin.com/in/amol-deshpande-2364b81","","CXO","blitz"
"Taylor","Wentz Brown","Taylor Wentz Brown","People Operations and Projects Lead. Executive Assistant to CEO. Office Operations Manager.","Frontera Health","fronterahealth.com","https://www.linkedin.com/in/taylorwentzbrown","","CXO","blitz"
"Neeraj","Garg","Neeraj Garg","Co-Founder and CEO, Frontrol, Inc.","Frontrol, Inc","frontrol.com","https://www.linkedin.com/in/oracleprojectsexpertneerajgarg","","CXO","blitz"
"Mike","Mathieu","Mike Mathieu","Founder/Chairman","Front Seat","frontseat.org","https://www.linkedin.com/in/mikemathieu","","CXO","blitz"
"Louis H.","Wollenweber","Louis H. Wollenweber","VP of Sales and Marketing","FRONTSTEPS","frontsteps.com","https://www.linkedin.com/in/louis-h-wollenweber-279a4373","","VP","blitz"
"Jeevan Chowdary","M","Jeevan Chowdary M","Founder and CEO","CXVERSE","froogal.ai","https://www.linkedin.com/in/jeevanchowdary","","CXO","blitz"
"Matt","King","Matt King","Chief Executive Officer & Founder","FruitScout","fruitscout.ai","https://www.linkedin.com/in/mking275","","CXO","blitz"
"Ken","Bowman","Ken Bowman","Chief Revenue Officer","FruitScout","fruitscout.ai","https://www.linkedin.com/in/kennethmbowman","","CXO","blitz"
"Lilly","Chen","Lilly Chen","Founder & CEO","FSH Technologies","fshtechnologies.org","https://www.linkedin.com/in/lillychen48","","CXO","blitz"
"Slava","Libman","Slava Libman","CEO","FTD solutions INC","ftdsolutions.net","https://www.linkedin.com/in/slava-libman","","CXO","blitz"
"Mike","Christian","Mike Christian","CEO","From the Future","ftfvr.com","https://www.linkedin.com/in/mike-christian-272b4b","","CXO","blitz"
"Todd","Gleave","Todd Gleave","Head of Sales | VP of Sales","fu3e.com","fu3e.com","https://www.linkedin.com/in/todd-gleave-5b773910a","","VP","blitz"
"Ashley","Levesque","Ashley Levesque","VP of Marketing","Fuel50","fuel50.com","https://www.linkedin.com/in/ashleylevesque","","VP","blitz"
"Mark","Rowe","Mark Rowe","VP Sales Strategic Accounts","Fuel50","fuel50.com","https://www.linkedin.com/in/markrowefuel50","","VP","blitz"
"Zuka","Kakabadze","Zuka Kakabadze","Founder","Fugo.ai","fugo.ai","https://www.linkedin.com/in/zuka-kakabadze-15b31b86","","CXO","blitz"
"Ash","Kalb","Ash Kalb","Co-Founder, President","Fulcra Dynamics","fulcra.ai","https://www.linkedin.com/in/ashkalb","","CXO","blitz"
"Michael","Tiffany","Michael Tiffany","Co-Founder and CEO","Fulcra Dynamics","fulcra.ai","https://www.linkedin.com/in/mjjtiffany","","CXO","blitz"
"Derek","Yammarino","Derek Yammarino","Chief Revenue Officer","Fulcrum","fulcrumapp.com","https://www.linkedin.com/in/derek-yammarino-40346a","","CXO","blitz"
"Ginger","Shimp, MBA","Ginger Shimp, MBA","VP of Marketing | Storyteller at Heart, Strategist by Trade","Fulcrum GT","fulcrumgt.com","https://www.linkedin.com/in/gingershimp","","VP","blitz"
"Yu Sunny","Han","Yu Sunny Han","Founder","Fulcrum","fulcrumpro.com","https://www.linkedin.com/in/yusunnyhan","","CXO","blitz"
"Sharoon","T.","Sharoon T.","CEO & Co-Founder","Fulfil","fulfil.io","https://www.linkedin.com/in/sharoonthomas","","CXO","blitz"
"Jayson","Tompkins","Jayson Tompkins","Founder","STAHLS' Fulfill Engine","fulfillengine.com","https://www.linkedin.com/in/jayson-tompkins","","CXO","blitz"
"James","Olsen","James Olsen","CEO & Founder","fulfilment.com","fulfilment.com","https://www.linkedin.com/in/james-a-olsen","","CXO","blitz"
"Ben","Kaye","Ben Kaye","Chief Revenue Officer","fulfilment.com","fulfilment.com","https://www.linkedin.com/in/ben-kaye-4546a21a3","","CXO","blitz"
"Bob","Almond","Bob Almond","COO & Founder","Full Armor Corporation","fullarmor.com","https://www.linkedin.com/in/bob-almond-7673","","CXO","blitz"
"Rich","Farrell","Rich Farrell","CEO & Founder","Full Armor Corporation","fullarmor.com","https://www.linkedin.com/in/farrellrich","","CXO","blitz"
"Danny","Kim","Danny Kim","Founder and CTO","Full Armor Corporation","fullarmor.com","https://www.linkedin.com/in/kimdanny","","CXO","blitz"
"Amy","Osmond Cook, Ph.D.","Amy Osmond Cook, Ph.D.","Co-Founder and Chief Marketing Officer","Fullcast","fullcast.com","https://www.linkedin.com/in/amyosmondcook","","CXO","blitz"
"Pete","Shelton","Pete Shelton","Chief Revenue Officer (CRO)","Fullcast","fullcast.com","https://www.linkedin.com/in/pete-shelton","","CXO","blitz"
"Adam","Aronson","Adam Aronson","Chief Relationship Officer & Founder","Fullcity Consulting","fullcity.com","https://www.linkedin.com/in/adamaronson","","CXO","blitz"
"Benjamin","Douablin","Benjamin Douablin","CEO & Cofounder","FullEnrich","fullenrich.com","https://www.linkedin.com/in/benjamin-douablin","","CXO","blitz"
"Grégoire","Démogé","Grégoire Démogé","Co-founder & CPO","FullEnrich","fullenrich.com","https://www.linkedin.com/in/demoge","","CXO","blitz"
"Ben","Thomson","Ben Thomson","Founder and Process Improvement Specialist","Full Metal","fullmetalsoftware.com","https://www.linkedin.com/in/benjamin-thomson","","CXO","blitz"
"Mike","Colacchio","Mike Colacchio","Chief Revenue Officer (Acquired by Cox Automotive)","Fullpath","fullpath.com","https://www.linkedin.com/in/mikecolacchio","","CXO","blitz"
"Libby","Tucker","Libby Tucker","Founder / CEO","FullStackRemote","fullstackremote.com","https://www.linkedin.com/in/libtuck","","CXO","blitz"
"Alex","F.","Alex F.","Founder & CEO","Fun","fun.xyz","https://www.linkedin.com/in/alexkalilfine","","CXO","blitz"
"Ankit","Durga","Ankit Durga","Founder & CEO","Fundamento","fundamento.ai","https://www.linkedin.com/in/ankitdurga","","CXO","blitz"
"Claudia","Thurner, CFA","Claudia Thurner, CFA","Chief Revenue Officer (CRO)","FundApps","fundapps.co","https://www.linkedin.com/in/claudiathurner","","CXO","blitz"
"Henry","Abenaim","Henry Abenaim","Founder & CEO","FUNDINGO","fundingo.com","https://www.linkedin.com/in/henryabenaim","","CXO","blitz"
"Mark","Hobbs","Mark Hobbs","CEO","Fundmetric","fundmetric.com","https://www.linkedin.com/in/hobbsmark","","CXO","blitz"
"Alejandro","Stevenson-Duran","Alejandro Stevenson-Duran","Co-Founder + Chief Product and Technology Officer","FundMiner","fundminer.com","https://www.linkedin.com/in/alejandro-stevenson-duran","","CXO","blitz"
"Chelsea","Lamego","Chelsea Lamego","Co-Founder + Chief Executive Officer","FundMiner","fundminer.com","https://www.linkedin.com/in/chelsealamego","","CXO","blitz"
"Alex","Contreras","Alex Contreras","Executive Assistant to CEO","Fundraise Up","fundraiseup.com","https://www.linkedin.com/in/alexcontreras-nyc","","CXO","blitz"
"Peter","Byrnes","Peter Byrnes","Co-Founder & CEO","Fundraise Up","fundraiseup.com","https://www.linkedin.com/in/peterbyrnes","","CXO","blitz"
"Ahmed","Naiem","Ahmed Naiem","Chief Revenue Officer (CRO)","Fundraise Up","fundraiseup.com","https://www.linkedin.com/in/ahmed--naiem","","CXO","blitz"
"Costas","Kellas","Costas Kellas","CEO","FundStudio","fundstudio.com","https://www.linkedin.com/in/costas-kellas-1a606934","","CXO","blitz"
"Jeremy","Funk","Jeremy Funk","CEO & Founder","Funk Futures","funkfutures.com","https://www.linkedin.com/in/jeremyfunk","","CXO","blitz"
"Rafat","Alvi","Rafat Alvi","CEO & Co-Founder ( We're Hiring )","FunnelBeam","funnelbeam.com","https://www.linkedin.com/in/rafatalvi","","CXO","blitz"
"Tyler","Christiansen","Tyler Christiansen","CEO & Board Director","Funnel Leasing","funnelleasing.com","https://www.linkedin.com/in/funnel","","CXO","blitz"
"Johnny","Hanna💭","Johnny Hanna💭","Chief Revenue Officer (CRO)","Funnel Leasing","funnelleasing.com","https://www.linkedin.com/in/johnny-hanna%f0%9f%92%ad-90036","","CXO","blitz"
"Jason","Swenski","Jason Swenski","Founder, Chief Technology Officer","Funraise","funraise.org","https://www.linkedin.com/in/jswenski","","CXO","blitz"
"Justin","Wheeler","Justin Wheeler","Co Founder & CEO","Funraise","funraise.org","https://www.linkedin.com/in/wheelerjustin","","CXO","blitz"
"Aman","Gour","Aman Gour","Co-Founder, CEO","FurtherAI","furtherai.com","https://www.linkedin.com/in/amangour","","CXO","blitz"
"Sashank","Gondala","Sashank Gondala","Co-Founder, CTO","FurtherAI","furtherai.com","https://www.linkedin.com/in/sashank-gondala-083132a0","","CXO","blitz"
"Henry","Bishop","Henry Bishop","Founder & CEO","Furthr | B Corp™","furthr.earth","https://www.linkedin.com/in/henryfbishop","","CXO","blitz"
"Paul","McConville","Paul McConville","Chief Revenue Officer (CRO)","Fusable","fusable.com","https://www.linkedin.com/in/paul-mcconville-8863971","","CXO","blitz"
"Isaac","Brodsky","Isaac Brodsky","Co-Founder & CTO","Fused","fused.io","https://www.linkedin.com/in/isaacbrodsky","","CXO","blitz"
"Sina","Kashuk","Sina Kashuk","Co-founder & CEO","Fused","fused.io","https://www.linkedin.com/in/skashuk","","CXO","blitz"
"Rachel","Liaw","Rachel Liaw","Cofounder & CEO","Fuse Inventory","fuseinventory.com","https://www.linkedin.com/in/rachelliaw","","CXO","blitz"
"Sameer","Maskey","Sameer Maskey","Founder & CEO","Fusemachines","fusemachines.com","https://www.linkedin.com/in/sameer-maskey","","CXO","blitz"
"Oliver","Rowe","Oliver Rowe","Founder & CEO","Fusion Communications","fusion-comms.co.uk","https://www.linkedin.com/in/oliverrowe82","","CXO","blitz"
"Mark","Switaj","Mark Switaj","Co-Founder & CEO","Fusion Strategies","fusion-strategies.com","https://www.linkedin.com/in/markswitaj","","CXO","blitz"
"Aleksey","I","Aleksey I","Principal CEO","Fusion Tech","fusion-tech.pro","https://www.linkedin.com/in/aleksey-i-199920178","","CXO","blitz"
"Brian","Pontarelli","Brian Pontarelli","Founder and CTO","FusionAuth","fusionauth.io","https://www.linkedin.com/in/voidmain","","CXO","blitz"
"Atul","Rawat","Atul Rawat","Co-Founder & CEO","Fusionpact Technologies Inc","fusionpact.com","https://www.linkedin.com/in/atulrawat","","CXO","blitz"
"David","Nolan","David Nolan","Founder, Strategic Advisor","Fusion Risk Management","fusionrm.com","https://www.linkedin.com/in/david-nolan-4961b61","","CXO","blitz"
"Alex","Polvere","Alex Polvere","VP of Sales - Enterprise Accounts","Fusion Risk Management","fusionrm.com","https://www.linkedin.com/in/alex-polvere-3389814a","","VP","blitz"
"David","Vonk","David Vonk","Chief Revenue Officer (CRO)","Fusion Risk Management","fusionrm.com","https://www.linkedin.com/in/davidvonk","","CXO","blitz"
"Steve","Hanney","Steve Hanney","Founder and Partner","Futur1st LLC","futur1st.com","https://www.linkedin.com/in/stevehanney","","CXO","blitz"
"Anthony","Forde","Anthony Forde","President and Chief Revenue Officer","FiT","futureintech.com","https://www.linkedin.com/in/anthony-forde-b08b217","","CXO","blitz"
"Robert","Senior","Robert Senior","VP Sales","FutureMatch","futurematch.tech","https://www.linkedin.com/in/robertsenior1","","VP","blitz"
"Saurabh","Bhatia","Saurabh Bhatia","Cofounder & CEO","FuturePath AI","futurepath.ai","https://www.linkedin.com/in/saurabh-bhatia-54a648b","","CXO","blitz"
"Tri","Ho","Tri Ho","Co-Founder and CEO","Futurify","futurify.io","https://www.linkedin.com/in/triminhho","","CXO","blitz"
"Daniel","Anstandig","Daniel Anstandig","CEO and Founder","Futuri","futurimedia.com","https://www.linkedin.com/in/anstandig","","CXO","blitz"
"Michael","Gibson","Michael Gibson","CEO","Fuuse","fuuse.io","https://www.linkedin.com/in/michaelgibsonfuuse","","CXO","blitz"
"Matt","Squire","Matt Squire","CTO and co-founder","Fuzzy Labs","fuzzylabs.ai","https://www.linkedin.com/in/matt-squire-a19896125","","CXO","blitz"
"Tom","Stockton","Tom Stockton","CEO & Co-Founder","Fuzzy Labs","fuzzylabs.ai","https://www.linkedin.com/in/tom-stockton-fuzzylabs","","CXO","blitz"
"Daniel","Webber","Daniel Webber","Founder, CEO","FXC Intelligence","fxcintel.com","https://www.linkedin.com/in/danwebberfx","","CXO","blitz"
"Karen K.","Burns","Karen K. Burns","CEO, Co-Founder","Fyma","fyma.ai","https://www.linkedin.com/in/karenkburns","","CXO","blitz"
"Padma","Subramanian","Padma Subramanian","Chief Executive Officer, Founder","Fyrii","fyrii.ai","https://www.linkedin.com/in/padmasub","","CXO","blitz"
"Archie","Hollingsworth","Archie Hollingsworth","Co-Founder","Fyxer","fyxer.com","https://www.linkedin.com/in/archie-hollingsworth-a07168152","","CXO","blitz"
"Richard","Hollingsworth","Richard Hollingsworth","Co-Founder and CEO","Fyxer","fyxer.com","https://www.linkedin.com/in/richard-hollingsworth-444b8589","","CXO","blitz"
"Vidya","Chokkalingam","Vidya Chokkalingam","Co-Founder, CTO","Fyxt","fyxt.com","https://www.linkedin.com/in/vidyachokkalingam","","CXO","blitz"
"Gabe","Greenberg","Gabe Greenberg","CEO and Founder","G2i Inc.","g2i.co","https://www.linkedin.com/in/gabrielgreenberg","","CXO","blitz"
"Pierre","Elisseeff","Pierre Elisseeff","Founder","G2M Insights","g2m.ai","https://www.linkedin.com/in/elisseeff","","CXO","blitz"
